service,field_name,type,is_enum,possible_values,values_source,operators,dependency_index_entity,in_direct_vars
appconfig,TriggeredBy,string,Yes,"USER, APPCONFIG, CLOUDWATCH_ALARM, INTERNAL_ERROR",direct_vars,"equals, not_equals, contains, in",appconfig.event_log_triggered_by,Yes
appconfig,Type,string,Yes,"JSON_SCHEMA, LAMBDA",direct_vars,"equals, not_equals, contains, in",appconfig.validator_type,Yes
appconfig,ValidatorTypes,string,Yes,"JSON_SCHEMA, LAMBDA",boto3_deps,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",appconfig.item_validator_types,Yes
appfabric,authType,string,Yes,"oauth2, apiKey",direct_vars,"equals, not_equals, contains, in",appfabric.app_authorization_auth_type,Yes
appfabric,ingestionType,string,Yes,auditLog,direct_vars,"equals, not_equals, contains, in",appfabric.ingestion_ingestion_type,Yes
appfabric,persona,string,Yes,"admin, endUser",direct_vars,"equals, not_equals, contains, in",appfabric.app_authorization_persona,Yes
appfabric,state,string,Yes,"enabled, disabled",direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",appfabric.ingestion_state,Yes
appfabric,status,string,Yes,"PendingConnect, Connected, ConnectionValidationFailed, TokenAutoRotationFailed",direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",appfabric.app_authorization_status,Yes
appfabric,statusReason,string,Yes,"Active, Connected, ConnectionValidationFailed, Failed, PendingConnect, TokenAutoRotationFailed",boto3_deps,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",appfabric.ingestion_destination_status_reason,Yes
appflow,connectionMode,string,Yes,"Public, Private",direct_vars,"equals, not_equals, in, not_in",appflow.connector_profile_detail_connection_mode,Yes
appflow,connectorProvisioningType,string,Yes,LAMBDA,direct_vars,"equals, not_equals, in, not_in",appflow.connector_connector_provisioning_type,Yes
appflow,connectorType,string,Yes,"Salesforce, Singular, Slack, Redshift, S3, Marketo, Googleanalytics, Zendesk, Servicenow, Datadog, Trendmicro, Snowflake, Dynatrace, Infornexus, Amplitude, Veeva, EventBridge, LookoutMetrics, Upsolver, Honeycode, CustomerProfiles, SAPOData, CustomConnector, Pardot",direct_vars,"equals, not_equals, in, not_in",appflow.connector_profile_detail_connector_type,Yes
appflow,destinationConnectorType,string,Yes,"Salesforce, Singular, Slack, Redshift, S3, Marketo, Googleanalytics, Zendesk, Servicenow, Datadog, Trendmicro, Snowflake, Dynatrace, Infornexus, Amplitude, Veeva, EventBridge, LookoutMetrics, Upsolver, Honeycode, CustomerProfiles, SAPOData, CustomConnector, Pardot",direct_vars,"equals, not_equals, in, not_in",appflow.flow_destination_connector_type,Yes
appflow,executionStatus,string,Yes,"InProgress, Successful, Error, CancelStarted, Canceled",direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",appflow.flow_execution_execution_status,Yes
appflow,flowStatus,string,Yes,"Active, Deprecated, Deleted, Draft, Errored, Suspended",direct_vars,"equals, not_equals, in, not_in",appflow.flow_flow_status,Yes
appflow,sourceConnectorType,string,Yes,"Salesforce, Singular, Slack, Redshift, S3, Marketo, Googleanalytics, Zendesk, Servicenow, Datadog, Trendmicro, Snowflake, Dynatrace, Infornexus, Amplitude, Veeva, EventBridge, LookoutMetrics, Upsolver, Honeycode, CustomerProfiles, SAPOData, CustomConnector, Pardot",direct_vars,"equals, not_equals, in, not_in",appflow.flow_source_connector_type,Yes
appflow,supportedTriggerTypes,string,Yes,"Event, OnDemand, Scheduled",boto3_deps,"equals, not_equals, contains, in",appflow.connector_configuration_supported_trigger_types,Yes
appflow,triggerType,string,Yes,"Scheduled, Event, OnDemand",direct_vars,"equals, not_equals, in, not_in",appflow.flow_trigger_type,Yes
appflow,Status,string,Yes,"Active, CancelStarted, Canceled, Deleted, Deprecated, Draft, Error, Errored, InProgress, Successful, Suspended",boto3_deps,"equals, not_equals, in",appflow.connector_connector_configurations,Yes
appflow,Level,string,Yes,"ERROR, INFO, DEBUG, OFF",direct_vars,"equals, not_equals, in",appflow.connector_configuration_connector_runtime_settings,Yes
application-autoscaling,PolicyType,string,Yes,"StepScaling, TargetTrackingScaling, PredictiveScaling",direct_vars,"equals, not_equals, contains, in",application-autoscaling.scaling_policy_policy_type,Yes
application-autoscaling,ScalableDimension,string,Yes,"ecs:service:DesiredCount, ec2:spot-fleet-request:TargetCapacity, elasticmapreduce:instancegroup:InstanceCount, appstream:fleet:DesiredCapacity, dynamodb:table:ReadCapacityUnits, dynamodb:table:WriteCapacityUnits, dynamodb:index:ReadCapacityUnits, dynamodb:index:WriteCapacityUnits, rds:cluster:ReadReplicaCount, sagemaker:variant:DesiredInstanceCount, custom-resource:ResourceType:Property, comprehend:document-classifier-endpoint:DesiredInferenceUnits, comprehend:entity-recognizer-endpoint:DesiredInferenceUnits, lambda:function:ProvisionedConcurrency, cassandra:table:ReadCapacityUnits, cassandra:table:WriteCapacityUnits, kafka:broker-storage:VolumeSize, elasticache:cache-cluster:Nodes, elasticache:replication-group:NodeGroups, elasticache:replication-group:Replicas, neptune:cluster:ReadReplicaCount, sagemaker:variant:DesiredProvisionedConcurrency, sagemaker:inference-component:DesiredCopyCount, workspaces:workspacespool:DesiredUserSessions",direct_vars,"equals, not_equals, contains, in",application-autoscaling.scalable_target_scalable_dimension,Yes
application-autoscaling,ServiceNamespace,string,Yes,"ecs, elasticmapreduce, ec2, appstream, dynamodb, rds, sagemaker, custom-resource, comprehend, lambda, cassandra, kafka, elasticache, neptune, workspaces",direct_vars,"equals, not_equals, contains, in",application-autoscaling.scalable_target_service_namespace,Yes
application-autoscaling,StatusCode,string,Yes,"Pending, InProgress, Successful, Overridden, Unfulfilled, Failed",direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",application-autoscaling.scaling_activity_status_code,Yes
application-autoscaling,Status,string,Yes,"Failed, InProgress, Overridden, Pending, Successful, Unfulfilled",boto3_deps,"equals, not_equals, in",application-autoscaling.scaling_policy_step_scaling_policy_configuration,Yes
application-insights,CloudWatchEventSource,string,Yes,"EC2, CODE_DEPLOY, HEALTH, RDS",direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",application-insights.observation_cloud_watch_event_source,Yes
application-insights,DiscoveryType,boolean,Yes,"RESOURCE_GROUP_BASED, ACCOUNT_BASED",direct_vars,"equals, not_equals",application-insights.application_info_list_discovery_type,Yes
application-insights,EventResourceType,string,Yes,"CLOUDWATCH_ALARM, CLOUDWATCH_LOG, CLOUDFORMATION, SSM_ASSOCIATION",direct_vars,"equals, not_equals, in, not_in",application-insights.event_list_event_resource_type,Yes
application-insights,EventStatus,string,Yes,"INFO, WARN, ERROR",direct_vars,"equals, not_equals, in, not_in",application-insights.event_list_event_status,Yes
application-insights,LogFilter,string,Yes,"ERROR, WARN, INFO",direct_vars,"equals, not_equals, contains, in",application-insights.observation_log_filter,Yes
application-insights,OsType,string,Yes,"WINDOWS, LINUX",direct_vars,"equals, not_equals, contains, in",application-insights.application_component_list_os_type,Yes
application-insights,ResolutionMethod,string,Yes,"MANUAL, AUTOMATIC, UNRESOLVED",direct_vars,"equals, not_equals, contains, in",application-insights.problem_list_resolution_method,Yes
application-insights,ResourceType,string,Yes,"CLOUDFORMATION, CLOUDWATCH_ALARM, CLOUDWATCH_LOG, SSM_ASSOCIATION",boto3_deps,"equals, not_equals, contains, in",application-insights.application_component_list_resource_type,Yes
application-insights,SeverityLevel,string,Yes,"Informative, Low, Medium, High",direct_vars,"equals, not_equals, in, not_in",application-insights.problem_list_severity_level,Yes
application-insights,SourceType,string,Yes,"CLOUDFORMATION, CLOUDWATCH_ALARM, CLOUDWATCH_LOG, SSM_ASSOCIATION",boto3_deps,"equals, not_equals, contains, in",application-insights.observation_source_type,Yes
application-insights,StatesStatus,string,Yes,"IGNORE, PENDING, RECOVERING, RECURRING, RESOLVED",boto3_deps,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",application-insights.observation_states_status,Yes
application-insights,Status,string,Yes,"IGNORE, RESOLVED, PENDING, RECURRING, RECOVERING",direct_vars,"equals, not_equals, in, not_in",application-insights.problem_list_status,Yes
application-insights,Tier,string,Yes,"CUSTOM, DEFAULT, DOT_NET_CORE, DOT_NET_WORKER, DOT_NET_WEB_TIER, DOT_NET_WEB, SQL_SERVER, SQL_SERVER_ALWAYSON_AVAILABILITY_GROUP, MYSQL, POSTGRESQL, JAVA_JMX, ORACLE, SAP_HANA_MULTI_NODE, SAP_HANA_SINGLE_NODE, SAP_HANA_HIGH_AVAILABILITY, SAP_ASE_SINGLE_NODE, SAP_ASE_HIGH_AVAILABILITY, SQL_SERVER_FAILOVER_CLUSTER_INSTANCE, SHAREPOINT, ACTIVE_DIRECTORY, SAP_NETWEAVER_STANDARD, SAP_NETWEAVER_DISTRIBUTED, SAP_NETWEAVER_HIGH_AVAILABILITY",direct_vars,"equals, not_equals, contains, in",application-insights.workload_configuration_tier,Yes
application-insights,Visibility,boolean,Yes,"IGNORED, VISIBLE",direct_vars,"equals, not_equals",application-insights.problem_list_visibility,Yes
application-signals,ChangeEventType,string,Yes,"DEPLOYMENT, CONFIGURATION",direct_vars,"equals, not_equals, contains, in",application-signals.change_event_change_event_type,Yes
application-signals,EvaluationType,string,Yes,"PeriodBased, RequestBased",direct_vars,"equals, not_equals, in, not_in",application-signals.slo_summary_evaluation_type,Yes
application-signals,MetricSourceType,string,Yes,"ServiceOperation, CloudWatchMetric, ServiceDependency",direct_vars,"equals, not_equals, in, not_in",application-signals.slo_summary_metric_source_type,Yes
application-signals,Type,string,Yes,"CONFIGURATION, CloudWatchMetric, DEPLOYMENT, PeriodBased, RequestBased, ServiceDependency, ServiceOperation",boto3_deps,"equals, not_equals, contains, in",application-signals.audit_finding_type,Yes
applicationcostprofiler,format,string,Yes,"CSV, PARQUET",direct_vars,"equals, not_equals, contains, in",applicationcostprofiler.report_definition_format,Yes
applicationcostprofiler,reportFrequency,string,Yes,"MONTHLY, DAILY, ALL",direct_vars,"equals, not_equals, contains, in",applicationcostprofiler.report_definition_report_frequency,Yes
appmesh,status,string,Yes,"ACTIVE, DELETED, INACTIVE",boto3_deps,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",appmesh.gateway_route_status,Yes
apprunner,ProviderType,string,Yes,"GITHUB, BITBUCKET",direct_vars,"equals, exists, in, not_equals",apprunner.connection_summary_list_provider_type,Yes
apprunner,Status,string,Yes,"ACTIVE, INACTIVE",direct_vars,"equals, not_equals, in, not_in",apprunner.auto_scaling_configuration_summary_list_status,Yes
apprunner,Type,string,Yes,"START_DEPLOYMENT, CREATE_SERVICE, PAUSE_SERVICE, RESUME_SERVICE, DELETE_SERVICE, UPDATE_SERVICE",direct_vars,"equals, not_equals, contains, in",apprunner.operation_summary_list_type,Yes
appstream,AppVisibility,boolean,Yes,"ALL, ASSOCIATED",direct_vars,"equals, not_equals, contains, in",appstream.entitlement_app_visibility,Yes
appstream,AppstreamAgentVersion,string,Yes,"FALSE, TRUE",boto3_deps,"equals, not_equals, contains, in",appstream.image_builder_appstream_agent_version,Yes
appstream,AuthenticationType,string,Yes,"API, SAML, USERPOOL, AWS_AD",direct_vars,"equals, not_equals, in, not_in",appstream.user_stack_association_authentication_type,Yes
appstream,ComputeCapacityStatus,string,Yes,"FAILED_TO_INSTALL, FAILED_TO_UNINSTALL, INSTALLED, PENDING_INSTALLATION, PENDING_UNINSTALLATION, STAGED_FOR_INSTALLATION, STAGED_FOR_UNINSTALLATION",boto3_deps,"equals, not_equals, in, not_in",appstream.fleet_compute_capacity_status,Yes
appstream,ConnectionState,string,Yes,"CONNECTED, NOT_CONNECTED",direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",appstream.session_connection_state,Yes
appstream,DynamicAppProvidersEnabled,string,Yes,"ENABLED, DISABLED",direct_vars,"equals, exists, in, not_equals",appstream.imag_dynamic_app_providers_enabled,Yes
appstream,Enabled,boolean,Yes,"DISABLED, ENABLED",boto3_deps,"equals, not_equals",appstream.application_enabled,Yes
appstream,FleetType,string,Yes,"ALWAYS_ON, ON_DEMAND, ELASTIC",direct_vars,"equals, not_equals, in, not_in",appstream.fleet_fleet_type,Yes
appstream,ImageSharedWithOthers,string,Yes,"TRUE, FALSE",direct_vars,"equals, not_equals, contains, in",appstream.imag_image_shared_with_others,Yes
appstream,ImageType,string,Yes,"CUSTOM, NATIVE",direct_vars,"equals, not_equals, in, not_in",appstream.imag_image_type,Yes
appstream,Images,string,Yes,"FALSE, TRUE",boto3_deps,"contains, equals, not_equals",appstream.images,Yes
appstream,LatestAppstreamAgentVersion,string,Yes,"TRUE, FALSE",direct_vars,"equals, not_equals, contains, in",appstream.image_builder_latest_appstream_agent_version,Yes
appstream,PackagingType,string,Yes,"CUSTOM, APPSTREAM2",direct_vars,"equals, not_equals, in, not_in",appstream.app_block_packaging_type,Yes
appstream,Platform,string,Yes,WINDOWS_SERVER_2019,direct_vars,"equals, not_equals, contains, in",appstream.app_block_builder_platform,Yes
appstream,Platforms,string,Yes,"AMAZON_LINUX2, RHEL8, ROCKY_LINUX8, WINDOWS, WINDOWS_SERVER_2016, WINDOWS_SERVER_2019, WINDOWS_SERVER_2022",boto3_deps,"equals, not_equals, contains, in",appstream.application_platforms,Yes
appstream,Schedule,string,Yes,DAILY,direct_vars,"contains, equals, not_equals",appstream.usage_report_subscription_schedule,Yes
appstream,State,string,Yes,"STARTING, RUNNING, STOPPING, STOPPED",direct_vars,"equals, not_equals, in, not_in",appstream.app_block_builder_state,Yes
appstream,StateChangeReason,string,Yes,"ACTIVE, AVAILABLE, COMPLETED, COPYING, CREATING, DELETING, DISABLED, ENABLED, EXPIRED, EXPORTING, FAILED, IMPORTING, INACTIVE, PENDING, PENDING_IMAGE_IMPORT, PENDING_QUALIFICATION, PENDING_SYNCING_APPS, REBOOTING, RUNNING, SNAPSHOTTING, STARTING, STOPPED, STOPPING, SYNCING_APPS, UPDATING, UPDATING_AGENT, VALIDATING",boto3_deps,"equals, not_equals, in, not_in",appstream.app_block_builder_state_change_reason,Yes
appstream,Status,string,Yes,"STAGED_FOR_INSTALLATION, PENDING_INSTALLATION, INSTALLED, STAGED_FOR_UNINSTALLATION, PENDING_UNINSTALLATION, FAILED_TO_INSTALL, FAILED_TO_UNINSTALL",direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",appstream.software_association_status,Yes
appstream,StreamView,string,Yes,"APP, DESKTOP",direct_vars,"equals, not_equals, contains, in",appstream.fleet_stream_view,Yes
appstream,ThemeStyling,string,Yes,"LIGHT_BLUE, BLUE, PINK, RED",direct_vars,"equals, not_equals, contains, in",appstream.theme_theme_styling,Yes
appstream,Visibility,boolean,Yes,"PUBLIC, PRIVATE, SHARED",direct_vars,"equals, not_equals",appstream.imag_visibility,Yes
appstream,Level,string,Yes,"ERROR, INFO, DEBUG, OFF",direct_vars,"equals, not_equals, in",appstream.stack_user_settings,Yes
appsync,api,,Yes,"AUTO_MERGE_SCHEDULE_FAILED, DELETION_FAILED, DELETION_IN_PROGRESS, DELETION_SCHEDULED, FULL_REQUEST_CACHING, GRAPHQL, MERGED, MERGE_FAILED, MERGE_IN_PROGRESS, MERGE_SCHEDULED, MERGE_SUCCESS, OPERATION_LEVEL_CACHING, PER_RESOLVER_CACHING",boto3_deps,"equals, not_equals, contains, in",appsync.api,Yes
appsync,apiAssociation,,Yes,"AUTO_MERGE_SCHEDULE_FAILED, DELETION_FAILED, DELETION_IN_PROGRESS, DELETION_SCHEDULED, MERGE_FAILED, MERGE_IN_PROGRESS, MERGE_SCHEDULED, MERGE_SUCCESS",boto3_deps,"equals, not_equals, gt, lt, gte, lte",appsync.api_association,Yes
appsync,apiCachingBehavior,string,Yes,"FULL_REQUEST_CACHING, PER_RESOLVER_CACHING, OPERATION_LEVEL_CACHING",direct_vars,"equals, not_equals, contains, in",appsync.api_cache_api_caching_behavior,Yes
appsync,apiType,string,Yes,"GRAPHQL, MERGED",direct_vars,"equals, not_equals, in, not_in",appsync.graphql_api_api_type,Yes
appsync,associationStatus,string,Yes,"PROCESSING, FAILED, SUCCESS",direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",appsync.api_association_association_status,Yes
appsync,authenticationType,string,Yes,"API_KEY, AWS_IAM, AMAZON_COGNITO_USER_POOLS, OPENID_CONNECT, AWS_LAMBDA",direct_vars,"equals, not_equals, in, not_in",appsync.graphql_api_authentication_type,Yes
appsync,enhancedMetricsConfig,string,Yes,"DISABLED, ENABLED",boto3_deps,"equals, not_equals, contains, in",appsync.graphql_api_enhanced_metrics_config,Yes
appsync,format,string,Yes,"SDL, JSON",direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",appsync.type_format,Yes
appsync,healthMetricsConfig,string,Yes,"ENABLED, DISABLED",direct_vars,"equals, not_equals, contains, in",appsync.api_cache_health_metrics_config,Yes
appsync,introspectionConfig,string,Yes,"ENABLED, DISABLED",direct_vars,"equals, not_equals, contains, in",appsync.graphql_api_introspection_config,Yes
appsync,kind,string,Yes,"UNIT, PIPELINE",direct_vars,"equals, not_equals, contains, in",appsync.resolver_kind,Yes
appsync,metricsConfig,string,Yes,"ENABLED, DISABLED",direct_vars,"equals, not_equals, contains, in",appsync.data_source_metrics_config,Yes
appsync,sourceApiAssociationStatus,string,Yes,"MERGE_SCHEDULED, MERGE_FAILED, MERGE_SUCCESS, MERGE_IN_PROGRESS, AUTO_MERGE_SCHEDULE_FAILED, DELETION_SCHEDULED, DELETION_IN_PROGRESS, DELETION_FAILED",direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",appsync.source_api_association_source_api_association_status,Yes
appsync,sourceApiAssociationStatusDetail,string,Yes,"ACTIVE, AUTO_MERGE_SCHEDULE_FAILED, AVAILABLE, CREATING, DELETING, DELETION_FAILED, DELETION_IN_PROGRESS, DELETION_SCHEDULED, FAILED, MERGE_FAILED, MERGE_IN_PROGRESS, MERGE_SCHEDULED, MERGE_SUCCESS, MODIFYING, NOT_APPLICABLE, PROCESSING, SUCCESS",boto3_deps,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",appsync.source_api_association_source_api_association_status_detail,Yes
appsync,status,string,Yes,"AVAILABLE, CREATING, DELETING, MODIFYING, FAILED",direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",appsync.api_cache_status,Yes
appsync,type,string,Yes,"T2_SMALL, T2_MEDIUM, R4_LARGE, R4_XLARGE, R4_2XLARGE, R4_4XLARGE, R4_8XLARGE, SMALL, MEDIUM, LARGE, XLARGE, LARGE_2X, LARGE_4X, LARGE_8X, LARGE_12X",direct_vars,"equals, not_equals, contains, in",appsync.api_cache_type,Yes
appsync,typeName,string,Yes,"AMAZON_BEDROCK_RUNTIME, AMAZON_DYNAMODB, AMAZON_ELASTICSEARCH, AMAZON_EVENTBRIDGE, AMAZON_OPENSEARCH_SERVICE, AWS_LAMBDA, HTTP, LARGE, LARGE_12X, LARGE_2X, LARGE_4X, LARGE_8X, MEDIUM, NONE, R4_2XLARGE, R4_4XLARGE, R4_8XLARGE, R4_LARGE, R4_XLARGE, RELATIONAL_DATABASE, SMALL, T2_MEDIUM, T2_SMALL, XLARGE",boto3_deps,"equals, not_equals, contains, in",appsync.resolver_type_name,Yes
appsync,visibility,boolean,Yes,"GLOBAL, PRIVATE",direct_vars,"equals, not_equals",appsync.graphql_api_visibility,Yes
appsync,introspectionStatus,string,Yes,"FAILED, PROCESSING, SUCCESS",boto3_deps,"equals, not_equals, in, not_in",,No
arc-region-switch,arn,string,Yes,"active, resolved",boto3_deps,"contains, equals, exists, in, not_equals",arc-region-switch.plan_arn,Yes
arc-region-switch,evaluationState,,Yes,"actionRequired, passed, pendingEvaluation, unknown",boto3_deps,"equals, not_equals, gt, lt, gte, lte",arc-region-switch.warning_evaluation_state,Yes
arc-region-switch,executionAction,string,Yes,"activate, deactivate",direct_vars,"equals, not_equals, contains, in",arc-region-switch.item_execution_action,Yes
arc-region-switch,executionBlockType,string,Yes,"CustomActionLambda, ManualApproval, AuroraGlobalDatabase, EC2AutoScaling, ARCRoutingControl, ARCRegionSwitchPlan, Parallel, ECSServiceScaling, EKSResourceScaling, Route53HealthCheck",direct_vars,"equals, not_equals, contains, in",arc-region-switch.item_execution_block_type,Yes
